id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
892,My Yaacoub,favorable,Blé dur,Wheat,Bour,S2,15/11/2020,01/03/2021,Yes,Yes,20/01/2021,No,,No Seconde N,89%,0.141,0.001,0.205,0.093,0.109,0.122,0.07,0.15,0.437,0.545,0.536,0.579,0.188,1.381,0.005,4.099,0.652,0.885,830.171,832.774,0.681,2.887,777.47,"1,310.70","1,020.30","5,549.16","2,564.09","3,287.96",326.73,326.79,"1,221.93",16.64,331.55,0.79,1.79,"2,283.67",234.14,595.13,-0.47,1.34,0.57,0.48,0.53,0.48,0.6,0.13,0.19,0.44,4.47,3.8,0.75,0.3,0.62,12.67,0.68,0.81,0.62,0.76,0.84,0.16,2.07,2.13,1.04,1.9,2.19,2.3,0.23,0.35,1.04,26.8,21.19,23.61,10.13,11.58,-0.58,1.92,0.77,0.66,0.7,0.66,0.81,0.23,0.37,0.65,6.39,120.29,383.27,255.91,9.4,0.2,2.4,309,47.2
896,My Yaacoub,favorable,Blé tendre,Wheat,Bour,S2,10/11/2020,02/03/2021,Yes,Yes,15/12/2020,No,,No Seconde N,83%,0.131,0.001,0.18,0.089,0.098,0.091,0.059,0.106,0.318,0.422,0.42,0.453,0.165,1.094,0.002,5.162,0.689,0.869,834.169,836.273,0.592,3.397,,,,,,,,,,20.63,,,2.26,"2,296.90",273.7,666.77,-0.18,1.08,0.3,0.25,0.3,0.35,0.37,0.19,0.29,0.29,3.19,3.83,0.58,0.45,0.54,11.3,0.44,0.61,0.54,0.59,0.66,0.22,1.15,1.15,0.81,1.04,1.27,1.5,0.35,0.69,0.81,19.44,22.8,23.63,8.28,9.69,-0.29,2,0.54,0.5,0.55,0.59,0.62,0.32,0.57,0.55,5.91,92.6,339.01,252.51,9.9,0.2,3.7,356.7,36.1
903,Taounate,favorable supérieur,Blé dur,Wheat,Bour,S2,15/11/2020,20/03/2021,Yes,Yes,10/01/2021,No,,No Seconde N,92%,0.138,0.002,0.227,0.124,0.119,0.126,0.098,0.14,0.322,0.388,0.389,0.419,0.151,0.666,0.001,4.992,0.54,0.686,831.024,833.521,0.472,2.776,565.8,991.3,811.58,"4,790.79","2,235.73","3,364.01",330.64,330.56,"1,063.07",19.8,339.82,0.82,1.33,"1,903.60",111.09,416.76,-0.41,1.21,0.49,0.42,0.45,0.46,0.55,0.14,0.16,0.39,3.79,3.22,0.57,0.23,0.48,10.1,0.58,0.64,0.52,0.57,0.71,0.14,1.5,1.5,0.81,1.15,1.32,1.73,0.23,0.35,0.69,18.29,22.79,23.75,10.91,12.25,-0.54,1.85,0.71,0.66,0.68,0.61,0.74,0.2,0.33,0.61,5.79,98.75,360.98,249.59,9.5,1.8,3.7,348.9,53.1
904,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S2,21/11/2020,20/03/2021,Yes,Yes,15/01/2021,No,,No Seconde N,87%,0.131,0.001,0.199,0.1,0.1,0.105,0.067,0.127,0.335,0.402,0.385,0.432,0.163,0.88,0.003,3.993,0.596,0.807,828.692,831.48,0.533,2.711,691.79,"1,114.53",930.05,"5,074.25","2,377.46","3,331.16",333.11,333.04,"1,248.48",19.8,336.37,0.8,2.32,"2,364.63",322.46,684.14,-0.39,1.31,0.49,0.34,0.39,0.39,0.55,0.16,0.3,0.32,3.85,3.81,0.59,0.35,0.54,11.22,0.59,0.67,0.56,0.56,0.71,0.13,1.38,1.44,0.81,1.15,1.15,1.61,0.23,0.58,0.81,20.13,22,24.3,9.82,9.69,-0.55,2.15,0.74,0.59,0.63,0.58,0.78,0.24,0.53,0.56,6.34,93.29,338.8,229.77,9.5,0.3,2.4,433.2,41.1
931,Sidi Kacem,favorable supérieur,Blé tendre,Wheat,Bour,S2,23/11/2020,11/03/2021,Yes,Yes,05/01/2021,No,,No Seconde N,89%,0.137,0.001,0.149,0.066,0.1,0.089,0.053,0.098,0.298,0.394,0.392,0.421,0.106,1.037,0.002,5.11,0.692,0.875,833.888,836.027,0.573,3.023,333.89,630.62,433.77,"3,990.81","1,513.82","3,349.91",334.95,335.02,664.73,13.33,337.47,0.92,1.65,"2,067.01",252.89,627.33,-0.53,1.05,0.48,0.59,0.46,0.35,0.64,0.11,0.16,0.31,3.99,2.79,0.67,0.15,0.56,10.61,0.74,0.73,0.6,0.63,0.82,0.08,2.07,1.61,0.98,1.32,1.38,2.19,0.12,0.23,0.92,20.36,25.05,24.44,11.03,12.45,-0.7,1.88,0.79,0.92,0.82,0.63,0.93,0.23,0.42,0.65,7.15,147.13,436.92,296.59,,,,,
959,Sidi kacem,favorable supérieur,Blé dur,Wheat,Bour,S2,18/11/2020,11/03/2021,Yes,Yes,18/11/2020,No,,No Seconde N,91%,0.131,0.001,0.142,0.059,0.096,0.087,0.048,0.096,0.327,0.434,0.42,0.462,0.134,1.323,0.002,5.607,0.736,0.914,833.948,836.08,0.615,3.067,303.36,575.82,340.34,"4,711.12","1,328.70","3,349.95",334.75,334.58,438.61,13.33,337.06,0.99,1.18,"2,113.47",240.35,476.22,-0.27,1.03,0.45,0.39,0.44,0.45,0.47,0.2,0.35,0.4,4.17,3.17,0.7,0.33,0.62,12.83,0.59,0.74,0.63,0.72,0.77,0.18,1.61,1.32,1.04,1.32,1.73,1.96,0.35,0.69,1.04,24.38,23.14,23.82,11.01,13.12,-0.46,1.85,0.76,0.72,0.72,0.71,0.8,0.35,0.67,0.72,7.51,165.36,465.67,298.66,9.1,0.1,2.6,507.2,39.9
976,Sidi Slimane,favorable,Blé tendre,Wheat,Bour,S2,21/11/2020,11/03/2021,Yes,Yes,15/01/2021,No,,No Seconde N,95%,0.149,0.001,0.209,0.106,0.122,0.123,0.094,0.162,0.326,0.383,0.357,0.423,0.129,0.584,0.004,2.79,0.468,0.672,826.559,829.614,0.443,2.54,871.38,"1,298.25","1,155.93","4,472.01","2,540.05","3,313.90",329.8,329.58,"1,463.10",13.33,334.32,0.69,1.49,"1,935.91",219.88,574.66,-0.29,1.23,0.47,0.52,0.47,0.44,0.48,0.19,0.39,0.46,4.74,3.38,0.66,0.56,0.61,13.03,0.49,0.69,0.67,0.55,0.71,0.22,1.38,1.44,1.21,1.32,1.21,1.73,0.35,0.92,1.15,24.84,21.17,23.77,10.07,12.89,-0.42,1.78,0.68,0.75,0.68,0.62,0.69,0.27,0.51,0.67,6.87,160.94,443.88,267.08,9.8,0.2,2.3,243.8,255.3
979,Sidi Slimane,favorable,Blé tendre,Wheat,Bour,S2,17/11/2020,11/03/2021,Yes,Yes,16/01/2021,No,,No Seconde N,85%,0.14,0.001,0.158,0.066,0.105,0.1,0.054,0.113,0.375,0.494,0.483,0.536,0.118,1.467,0.003,5.14,0.723,0.919,833.307,835.519,0.665,2.996,412.85,763.64,526.9,"5,232.24","1,725.00","3,331.76",330.63,330.74,757.85,13.33,335.35,0.94,1.66,"2,034.81",249.44,582.13,-0.49,1.44,0.62,0.5,0.58,0.58,0.67,0.17,0.37,0.45,5.06,3.89,0.8,0.39,0.68,13.62,0.79,0.9,0.7,0.84,0.97,0.17,3.57,3.11,1.32,2.07,2.82,3.91,0.35,0.58,1.27,33.46,22.05,24.05,10.13,12.96,-0.59,2.16,0.87,0.76,0.84,0.81,0.89,0.3,0.61,0.7,7.58,140.53,403.03,259.69,9.7,0.2,1.3,461.8,164.1
986,Taza,favorable,Blé tendre,Wheat,Bour,S2,01/12/2020,19/03/2021,Yes,Yes,22/01/2021,No,,No Seconde N,87%,0.167,0.002,0.453,0.351,0.166,0.193,0.209,0.258,0.349,0.381,0.377,0.418,0.174,0.232,0.002,2.133,0.22,0.328,823.487,826.926,0.249,2.431,"1,161.97","1,843.57","2,119.02","4,383.35","4,686.18","3,391.60",330.93,330.92,"3,597.60",19.8,343.17,0.4,2.48,"2,413.97",266.46,696.67,-0.36,1.26,0.39,0.33,0.39,0.51,0.55,0.19,0.19,0.28,3.55,3.98,0.66,0.31,0.51,11.19,0.55,0.66,0.52,0.74,0.75,0.2,1.5,1.27,0.81,1.27,1.84,1.84,0.35,0.35,0.81,20.7,22.75,21.68,9.28,9.46,-0.46,2.26,0.64,0.63,0.67,0.77,0.77,0.31,0.45,0.57,6.35,97.29,323.03,213.78,,,,,
992,Taza,favorable,Orge,Barley,Bour,S2,25/11/2020,18/03/2021,Yes,Yes,28/01/2021,No,,No Seconde N,88%,0.13,0.001,0.169,0.085,0.103,0.109,0.075,0.136,0.289,0.336,0.329,0.359,0.133,0.555,0.003,2.843,0.486,0.724,825.829,828.975,0.448,2.385,"1,095.95","1,499.60","1,319.53","4,982.60","2,638.47","3,254.50",325.5,325.48,"1,517.98",20.28,327.76,0.67,2.01,"2,123.01",268.18,601.8,-0.33,1.04,0.42,0.31,0.37,0.35,0.48,0.14,0.18,0.29,3.11,3.54,0.62,0.3,0.47,10.59,0.7,0.67,0.49,0.67,0.81,0.1,2.07,1.38,0.75,1.21,1.61,2.19,0.12,0.35,0.69,19.9,21.53,25.27,9.81,9.99,-0.53,2.09,0.73,0.65,0.69,0.64,0.76,0.24,0.43,0.59,6.25,93.87,343.92,236.54,9.6,0.2,3.5,244.6,12.3
997,Taza,favorable,Orge,Barley,Bour,S2,04/12/2020,01/04/2021,Yes,No,,No,,No N topDress ,88%,0.166,0.003,0.19,0.104,0.137,0.138,0.114,0.17,0.332,0.39,0.381,0.416,0.136,0.538,0.002,3.313,0.451,0.62,828.355,831.186,0.43,2.633,,,,,,,331.1,330.55,,19.8,,,2.63,"2,411.67",326.03,750.15,-0.39,1.68,0.57,0.49,0.56,0.55,0.57,0.17,0.31,0.43,4.79,4.57,0.7,0.47,0.63,13.05,0.53,0.71,0.62,0.69,0.75,0.22,1.61,1.5,1.04,1.5,1.73,1.96,0.35,0.69,1.15,25.41,20.29,20.76,9.18,10.82,-0.5,2.72,0.82,0.77,0.79,0.77,0.83,0.33,0.64,0.74,7.77,113.56,328.38,206.93,,,,,
1001,Taza,favorable,Orge,Barley,Bour,S2,26/11/2020,18/03/2021,Yes,Yes,24/01/2021,No,,No Seconde N,92%,0.133,0.002,0.229,0.152,0.11,0.103,0.096,0.116,0.184,0.203,0.188,0.227,0.107,0.169,0,3.894,0.312,0.372,827.52,830.455,0.184,1.978,844.01,"1,154.70","1,122.40","2,553.12","1,887.23","3,288.51",323.12,323.15,"1,151.32",20.28,331.8,0.45,2,"2,126.35",215.63,566.95,-0.55,1.13,0.38,0.23,0.38,0.61,0.66,0.12,0.15,0.21,3.19,3.6,0.65,0.23,0.46,10.19,0.66,0.66,0.51,0.71,0.76,0.1,1.84,1.32,0.81,1.32,1.73,1.96,0.12,0.35,0.69,19.32,20.9,23.13,10.37,11.28,-0.6,2.08,0.7,0.56,0.7,0.81,0.83,0.23,0.36,0.5,5.9,98.95,325.67,218.22,,,,,
1005,Tanger-Assilah,favorable supérieur,Blé dur,Wheat,Bour,S2,25/11/2020,10/03/2021,Yes,Yes,29/12/2020,No,,No Seconde N,79%,0.14,0.001,0.175,0.08,0.109,0.117,0.079,0.141,0.301,0.346,0.324,0.365,0.085,0.57,0.003,2.962,0.483,0.699,825.453,828.646,0.432,2.161,609.5,995.9,762.45,"3,798.45","1,867.60","3,306.25",330.65,329.9,759.58,14.58,333.61,0.77,1.19,"1,779.63",185.61,482.89,-0.33,1.08,0.49,0.49,0.48,0.47,0.49,0.16,0.33,0.46,4.41,3.31,0.72,0.36,0.68,13.46,0.68,0.75,0.72,0.68,0.83,0.15,1.73,1.84,1.32,1.73,1.73,1.96,0.23,0.58,1.27,27.49,23.31,23.33,10.02,12.62,-0.49,1.82,0.77,0.8,0.75,0.73,0.8,0.31,0.62,0.73,7.41,138.3,468.12,297.62,9.5,0.2,2.1,278.3,31.1
1012,Ouezzane,favorable supérieur,Blé dur,Wheat,Bour,S2,23/11/2020,11/03/2021,Yes,Yes,16/02/2021,No,,No Seconde N,90%,0.123,0.001,0.15,0.062,0.095,0.085,0.049,0.092,0.338,0.478,0.472,0.512,0.158,1.577,0.002,6.564,0.779,0.934,837.09,838.828,0.666,3.657,373.63,573.29,381.88,"5,025.14","1,533.81","3,365.81",329.61,329.53,632.99,13.33,338.68,0.99,1.04,"1,927.98",213.21,453.33,-0.3,0.74,0.41,0.34,0.39,0.4,0.45,0.14,0.18,0.3,3.25,2.33,0.55,0.3,0.46,10.21,0.47,0.61,0.47,0.54,0.66,0.18,1.04,1.15,0.69,1.04,1.15,1.38,0.35,0.46,0.69,17.37,23.79,25.04,11.58,12.09,-0.42,1.3,0.69,0.56,0.64,0.65,0.71,0.29,0.38,0.55,5.7,168.88,503.11,315.04,9.8,0.2,1.8,250.9,9.1
1013,Ouezzane,favorable supérieur,Orge,Barley,Bour,S2,19/11/2020,11/03/2021,No,No,,No,,No N topDress ,88%,0.243,0.002,0.427,0.295,0.275,0.276,0.28,0.324,0.481,0.548,0.532,0.593,0.168,0.397,0.001,4.111,0.295,0.357,831.373,833.826,0.314,2.255,527.37,933.63,991.97,"4,447.19","2,781.50","3,391.28",333.85,333.67,"1,814.71",13.33,342.18,0.73,1.09,"2,042.98",227.82,534.75,-0.3,0.89,0.48,0.44,0.47,0.45,0.51,0.21,0.34,0.39,4.39,2.67,0.69,0.49,0.64,13.12,0.48,0.7,0.7,0.62,0.74,0.25,1.38,1.61,1.27,1.44,1.5,1.73,0.35,0.81,1.15,25.53,23.58,23.49,10.2,11.56,-0.37,1.39,0.7,0.71,0.7,0.63,0.73,0.36,0.57,0.63,6.83,181.74,565.48,351.83,9.9,0.1,2,245.6,27.6
1040,Kénitra,favorable,Orge,Barley,Bour,S2,04/12/2020,01/04/2021,Yes,Yes,05/02/2021,No,,No Seconde N,82%,0.138,0.001,0.194,0.086,0.105,0.103,0.059,0.121,0.366,0.436,0.436,0.468,0.137,1.143,0.003,4.58,0.652,0.876,828.761,831.541,0.608,2.768,459.29,781.4,543.09,"5,046.63","2,251.54","3,363.63",336.33,336.44,"1,005.80",18.01,340.16,0.93,1.46,"2,192.71",260.82,645.27,-0.59,1.4,0.69,0.63,0.65,0.71,0.76,0.17,0.41,0.63,6.18,3.65,0.79,0.56,0.76,16.16,0.81,0.83,0.79,0.85,0.98,0.17,3.8,2.19,1.61,2.13,2.93,4.14,0.35,0.92,1.61,39.33,19.77,22.25,9.15,13.24,-0.67,1.98,0.9,0.86,0.89,0.89,0.93,0.27,0.67,0.84,8.74,122.96,508.59,369.05,10.6,0.3,3.8,378.4,19
1068,Essaouira,défavorable,Orge,Barley,Bour,S2,28/10/2020,22/03/2021,No,No,,No,,No N topDress ,91%,0.152,0.002,0.224,0.154,0.127,0.126,0.123,0.168,0.275,0.324,0.314,0.353,0.142,0.329,0.001,2.721,0.364,0.502,828.777,831.555,0.325,2.812,642.02,921.6,988.58,"3,528.68","2,098.79","3,400.00",339.98,339.96,"1,346.95",16.05,343.25,0.65,3.07,"2,165.68",319.7,649.75,-0.07,1.12,0.2,0.25,0.2,0.17,0.23,0.16,0.21,0.21,2.38,3.88,0.36,0.41,0.37,8.22,0.18,0.36,0.42,0.31,0.38,0.2,0.35,0.46,0.58,0.52,0.52,0.69,0.35,0.58,0.58,11.62,31.43,27.38,12.57,14.8,-0.1,1.91,0.34,0.43,0.34,0.29,0.37,0.26,0.37,0.37,4.04,48.65,243.4,175.73,9.9,0.1,2.4,228.9,12.1
1085,Marrakech,défavorable,Blé tendre,Wheat,Bour,S2,01/11/2020,19/03/2021,No,No,,No,,No N topDress ,85%,0.175,0.002,0.434,0.331,0.169,0.198,0.252,0.303,0.411,0.45,0.433,0.467,0.176,0.268,0.001,2.466,0.225,0.303,825.583,828.76,0.247,3.189,"1,125.92","1,889.71","2,533.75","4,488.74","4,362.88","3,413.94",341.39,341.34,"3,381.96",20.1,346.85,0.32,4.46,"2,383.26",374.09,805.92,-0.1,1.05,0.18,0.22,0.17,0.14,0.2,0.1,0.14,0.16,1.9,3,0.21,0.17,0.18,5.42,0.17,0.21,0.36,0.16,0.29,0.12,0.23,0.29,0.4,0.29,0.23,0.46,0.23,0.23,0.23,7.02,33.05,27.93,8.36,10.57,-0.16,1.73,0.28,0.39,0.28,0.22,0.31,0.15,0.23,0.24,3.13,46.31,207.9,142.82,9.9,0.2,1.8,434.7,86.9
1088,Marrakech,défavorable,Blé tendre,Wheat,Bour,S2,05/11/2020,19/03/2021,No,No,,No,,No N topDress ,93%,0.136,0.002,0.183,0.096,0.107,0.105,0.082,0.134,0.316,0.388,0.38,0.418,0.147,0.721,0.002,4.038,0.56,0.74,830.643,833.188,0.495,3.277,579.05,953.38,966.29,"4,031.90","2,169.84","3,386.90",338.72,338.88,"1,193.09",20.1,343.17,0.71,4.31,"2,406.26",365.7,778.9,-0.13,1.2,0.2,0.24,0.19,0.12,0.23,0.1,0.17,0.17,2.16,3.52,0.28,0.16,0.24,6.36,0.25,0.28,0.41,0.16,0.33,0.08,0.46,0.35,0.58,0.35,0.23,0.58,0.12,0.23,0.35,9.32,32.71,27.63,8.14,10.41,-0.2,1.94,0.29,0.42,0.28,0.19,0.37,0.16,0.26,0.26,3.5,46.31,207.9,142.82,9.8,0.2,1.8,296.7,101.5
1095,Ouezzane,favorable supérieur,Orge,Barley,,S2,05/12/2019,10/03/2020,Yes,Yes,18/01/2020,No,,No Seconde N,91%,0.139,,,,0.106,0.103,0.074,0.119,0.27,0.323,0.322,0.352,0.114,0.564,0.002,3.789,0.53,0.721,829.173,831.902,0.441,2.577,525.31,796.55,798.37,"3,081.91","2,400.70","3,420.02",342.03,342.11,"1,361.79",22.63,347.52,0.65,1.39,"2,261.48",192.28,502.55,-0.52,1.29,0.66,0.61,0.61,0.44,0.66,0.14,0.16,0.5,4.66,3.5,0.79,0.23,0.66,12.66,0.81,0.91,0.82,0.64,0.91,0.1,2.99,2.76,1.73,1.84,1.44,3.11,0.12,0.35,1.38,29.21,25.39,25.79,11.39,11.72,-0.67,2.04,0.93,0.89,0.89,0.67,0.93,0.26,0.4,0.76,7.38,171.44,415.66,139.82,,,,,
1101,Ouezzane,favorable supérieur,Blé dur ,Wheat,,S1,10/11/2019,23/02/2020,Yes,Yes,28/01/2020,No,,After,86%,0.147,0.002,0.182,0.094,0.108,0.105,0.068,0.117,0.276,0.325,0.314,0.347,0.134,0.606,0.002,3.706,0.541,0.741,828.061,830.928,0.444,2.238,391.86,742.39,542.61,"3,520.17","1,716.17","3,325.93",332.55,332.51,848.93,14.82,335.14,0.84,1.15,"2,147.28",230.46,501.63,-0.36,0.88,0.46,0.34,0.46,0.52,0.52,0.16,0.24,0.34,3.82,2.59,0.66,0.31,0.54,11.26,0.67,0.69,0.6,0.58,0.75,0.08,1.84,1.21,1.04,1.15,1.5,1.96,0.12,0.35,0.92,20.81,22.92,19.91,9.9,11.47,-0.54,1.49,0.7,0.61,0.69,0.76,0.79,0.24,0.49,0.63,6.48,203.57,500.28,160.57,,,,,
1106,Ouezzane,favorable supérieur,Blé dur,Wheat,,S2,05/12/2019,11/03/2020,Yes,Yes,11/02/2020,No,,No Seconde N,86%,0.143,,,,0.107,0.102,0.064,0.118,0.316,0.395,0.394,0.423,0.122,0.887,0.002,4.282,0.622,0.827,831.012,833.511,0.551,2.781,378.35,719.9,617.55,"3,032.55","1,798.60","3,386.75",330.39,330.51,902.75,22.63,343.7,0.76,0.93,"2,253.65",227.47,548.55,-0.34,0.61,0.4,0.33,0.36,0.45,0.53,0.19,0.24,0.33,3.61,1.82,0.56,0.39,0.46,10.68,0.45,0.55,0.49,0.6,0.67,0.22,1.5,1.04,0.75,1.04,1.32,1.84,0.35,0.58,0.69,19.32,23.82,19.75,11.86,11.07,-0.39,1.15,0.68,0.65,0.68,0.71,0.71,0.33,0.54,0.66,6.73,257.7,675.04,168.97,,,,,
1110,Taounate,favorable supérieur,Blé dur ,Wheat,,S2,,23/02/2020,No,Yes,01/01/2020,No,,No Seconde N,87%,0.138,0.002,0.199,0.094,0.107,0.107,0.066,0.128,0.355,0.452,0.449,0.484,0.181,1.071,0.003,4.243,0.643,0.855,831.603,834.028,0.606,3.017,584.31,947.43,820.47,"3,654.41","2,360.14","3,355.54",335.58,335.38,"1,354.90",13.52,339.06,0.73,1.36,"2,438.57",221.03,614.33,-0.49,0.81,0.57,0.36,0.4,0.4,0.62,0.13,0.15,0.37,3.68,2.24,0.64,0.3,0.38,10.14,0.75,0.73,0.46,0.64,0.85,0.1,1.84,1.84,0.75,1.44,1.61,1.96,0.12,0.35,0.58,20.24,24.22,18.85,10.15,10.18,-0.63,1.46,0.83,0.7,0.72,0.69,0.87,0.24,0.36,0.7,6.59,195.67,519.62,210.84,,,,,
1114,Taounate,favorable supérieur,blé tendre,Wheat,,S1,15/11/2019,11/02/2020,Yes,No,,No,,No N topDress ,89%,0.167,0.002,0.241,0.136,0.136,0.131,0.108,0.153,0.298,0.352,0.339,0.378,0.104,0.476,0.002,3.72,0.454,0.594,829.555,832.235,0.39,2.446,570.21,859.05,870.3,"2,964.25","2,424.13","3,403.40",340.34,340.19,"1,323.22",13.52,343.96,0.63,2.26,"2,458.36",264.27,570.63,-0.38,1.42,0.46,0.45,0.44,0.28,0.49,0.11,0.16,0.32,3.58,4.07,0.59,0.23,0.46,10.27,0.55,0.63,0.69,0.33,0.69,0.14,1.38,1.21,1.21,1.09,0.58,1.61,0.23,0.35,0.81,17.94,28.54,23.45,11.58,10.32,-0.57,2.3,0.7,0.72,0.67,0.42,0.76,0.19,0.36,0.57,5.81,119.41,290.29,88.56,,,,,
1121,Larache,favorable supérieur,Blé tendre,Wheat,,S2,10/12/2019,04/03/2020,Yes,No,,No,,No N topDress ,89%,0.141,,,,0.109,0.107,0.079,0.121,0.258,0.306,0.292,0.315,0.109,0.481,0.001,3.712,0.496,0.659,828.886,831.651,0.387,2.333,539.15,857.93,982.06,"2,050.28","2,148.72","3,336.04",333.64,333.64,"1,520.27",16.73,337.26,0.41,1.1,"2,302.42",181.13,557.18,-0.33,0.68,0.33,0.29,0.33,0.49,0.51,0.18,0.24,0.29,3.44,2.62,0.66,0.52,0.58,13.23,0.37,0.68,0.6,0.67,0.74,0.37,1.15,1.21,0.98,1.15,1.61,1.73,0.58,0.81,1.04,24.04,22.07,18.63,11.05,10.82,-0.49,1.36,0.64,0.61,0.64,0.77,0.83,0.33,0.58,0.62,6.84,213.3,579.89,171.36,,,,,
1122,Larache,favorable supérieur,Blé tendre,Wheat,,S2,10/12/2019,26/03/2020,Yes,No,,No,,No N topDress ,67%,0.137,0.002,0.177,0.089,0.103,0.102,0.07,0.121,0.287,0.348,0.337,0.361,0.123,0.663,0.002,3.781,0.559,0.755,829.446,832.141,0.469,2.618,447.95,773.56,663.1,"3,942.25","1,852.85","3,393.76",339.34,339.15,809.31,22.07,344.51,0.82,1.1,"2,302.42",181.13,557.18,-0.33,0.68,0.33,0.29,0.33,0.49,0.51,0.18,0.24,0.29,3.44,2.62,0.66,0.52,0.58,13.23,0.37,0.68,0.6,0.67,0.74,0.37,1.15,1.21,0.98,1.15,1.61,1.73,0.58,0.81,1.04,24.04,22.07,18.63,11.05,10.82,-0.49,1.36,0.64,0.61,0.64,0.77,0.83,0.33,0.58,0.62,6.84,213.3,579.89,171.36,,,,,
1149,Sidi Bennour,interemédiaire,Blé dur ,Wheat,,S1,,10/02/2020,No,No,,No,,No N topDress ,88%,0.158,0.002,0.375,0.264,0.132,0.136,0.152,0.203,0.335,0.389,0.384,0.417,0.146,0.391,0.002,2.939,0.361,0.5,828.381,831.208,0.362,3.604,537.9,761.92,665.34,"3,926.38","2,126.40","3,325.80",332.53,332.9,"1,010.07",26.83,335.73,0.82,3.64,"2,273.32",251.16,649.98,-0.36,2.06,0.51,0.38,0.42,0.42,0.52,0.16,0.18,0.35,3.67,5.57,0.56,0.18,0.52,9.95,0.51,0.63,0.53,0.54,0.67,0.16,1.38,1.27,0.81,1.15,1.15,1.61,0.23,0.35,0.81,17.71,30.15,25.96,10.15,11.28,-0.5,3.4,0.76,0.66,0.68,0.66,0.77,0.27,0.36,0.62,6.07,120.97,205.33,55.84,,,,,
1177,Fkih Ben Salah,interemédiaire,Blé tendre,Wheat,,S2,15/11/2019,05/03/2020,Yes,Yes,20/01/2020,No,,No Seconde N,88%,0.138,,,,0.113,0.105,0.118,0.136,0.187,0.217,0.216,0.239,0.123,0.135,0,3.3,0.262,0.337,833.175,835.403,0.186,2.678,561.1,862.49,"1,066.01","2,041.25","2,783.77","3,426.31",342.65,342.85,"2,258.14",10.66,347.36,0.36,2.14,"2,541.73",267.15,649.4,-0.38,1.46,0.54,0.42,0.47,0.51,0.59,0.2,0.28,0.44,4.42,4.52,0.75,0.41,0.68,13.73,0.55,0.78,0.71,0.75,0.81,0.25,1.96,1.84,1.27,1.73,2.01,2.3,0.35,0.58,1.27,28.75,27.84,24.51,9.91,10.55,-0.47,2.51,0.85,0.75,0.79,0.74,0.88,0.41,0.61,0.71,7.62,168.45,349.59,134.28,,,,,
1194,Béni Mellal,interemédiaire,Blé tendre,Wheat,,S2,,03/03/2020,No,Yes,02/02/2020,No,,No Seconde N,79%,0.142,,,,0.109,0.101,0.074,0.115,0.314,0.411,0.401,0.439,0.133,0.924,0.001,5.572,0.648,0.793,834.486,836.55,0.538,3.339,,,,,,,,,,6.91,,,3.42,"2,945.03",373.06,848.24,-0.47,1.99,0.63,0.58,0.57,0.52,0.67,0.2,0.29,0.49,4.94,5.35,0.75,0.32,0.55,13.28,0.62,0.75,0.86,0.6,0.89,0.26,1.73,1.9,1.9,1.84,1.44,2.07,0.35,0.58,1.27,28.29,30.37,30.28,9.3,10.04,-0.54,3.18,0.88,0.88,0.85,0.74,0.9,0.36,0.53,0.74,7.89,130.1,285.35,91.28,,,,,
