id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
322,Meknès,favorable,Orge,Barley,Bour,S1,20/11/2020,26/01/2021,Yes,No,,No,,No N topDress ,100%,0.148,0.001,0.243,0.147,0.119,0.118,0.104,0.158,0.261,0.297,0.282,0.31,0.089,0.317,0.002,2.173,0.35,0.529,823.945,827.327,0.319,2.434,,,,,,,,,,19.97,,,1.84,"2,230.20",209.64,553.73,-0.29,1.23,0.41,0.3,0.38,0.43,0.46,0.17,0.28,0.32,3.71,3.83,0.59,0.47,0.51,11.53,0.47,0.6,0.49,0.61,0.68,0.21,1.27,1.04,0.75,1.09,1.38,1.61,0.35,0.69,0.81,20.36,22.43,22.83,8.02,10.11,-0.43,2.22,0.71,0.57,0.69,0.71,0.73,0.3,0.57,0.58,6.7,93.47,346.54,272.4,9.5,0.3,2.2,6.8,469.4
325,Meknès,favorable,Blé dur,Wheat,Bour,S1,15/11/2020,25/01/2021,Yes,No,,No,,No N topDress ,98%,0.144,0.001,0.163,0.093,0.11,0.096,0.078,0.107,0.169,0.185,0.171,0.192,0.076,0.167,0.001,2.445,0.305,0.427,823.274,826.74,0.194,1.657,464.82,700.76,701.09,"1,958.08","1,865.78","3,302.91",330.29,330.17,"1,166.00",23.65,333.73,0.54,2.29,"2,468.94",283.82,724.04,-0.3,1.13,0.45,0.33,0.44,0.44,0.45,0.15,0.24,0.32,3.58,3.92,0.7,0.35,0.56,12.39,0.81,0.75,0.58,0.76,0.89,0.08,3.22,1.73,0.92,1.73,2.07,3.34,0.12,0.58,0.92,25.99,23.32,23.49,7.36,9.12,-0.49,2.17,0.76,0.65,0.73,0.75,0.79,0.29,0.53,0.63,6.86,113.34,363.01,275.3,9.5,0.3,2.9,49.1,340.2
332,LARACHE,favorable supérieur,Blé tendre,Wheat,Bour,S1,22/11/2020,18/02/2021,Yes,Yes,07/01/2021,No,,After,99%,0.129,0.002,0.177,0.087,0.095,0.09,0.053,0.104,0.308,0.406,0.408,0.429,0.167,1.045,0.002,4.619,0.681,0.884,833.402,835.601,0.591,3.073,,,,,,,,,,18.84,,,1.28,"2,045.16",260.36,592.37,-0.26,0.65,0.36,0.32,0.36,0.36,0.38,0.12,0.2,0.26,3.02,2.18,0.55,0.23,0.47,10.1,0.56,0.66,0.5,0.55,0.67,0.1,1.38,1.32,0.75,1.15,1.15,1.5,0.12,0.35,0.69,18.06,24.43,25.4,10.95,12.89,-0.42,1.27,0.65,0.64,0.65,0.6,0.65,0.24,0.45,0.55,5.89,162.06,533.35,336.41,9.7,0.2,2.6,330.1,5.8
338,LARACHE,favorable supérieur,Blé dur,Wheat,Bour,S1,25/11/2020,18/02/2021,Yes,Yes,03/01/2021,No,,After,102%,0.134,0.002,0.158,0.074,0.1,0.095,0.054,0.106,0.288,0.348,0.346,0.371,0.149,0.802,0.002,4.028,0.614,0.841,829.045,831.789,0.518,2.37,,,,,,,,,,19.97,,,1.32,"2,017.33",258.98,537.63,-0.36,0.96,0.36,0.44,0.44,0.48,0.49,0.13,0.29,0.36,3.89,3.2,0.67,0.46,0.6,13.02,0.54,0.67,0.63,0.73,0.81,0.26,1.84,1.21,1.15,1.32,2.01,2.19,0.35,0.69,1.04,25.65,22.7,22.53,10.56,13.1,-0.42,1.68,0.66,0.74,0.73,0.74,0.75,0.33,0.55,0.68,6.84,149.22,467.4,279.82,9.3,0.2,1.8,245,12.5
343,My Yaacoub,favorable,Blé tendre,Wheat,Bour,S1,15/11/2020,02/02/2021,Yes,Yes,20/01/2021,No,,After,95%,0.155,0.001,0.189,0.11,0.13,0.12,0.112,0.127,0.178,0.194,0.182,0.204,0.063,0.116,0,3.963,0.242,0.273,828.827,831.599,0.138,1.621,448.94,770.57,714.73,"3,076.49","1,882.15","3,352.03",335.19,335.26,981.48,17.06,338.56,0.71,1.53,"2,209.96",192.51,549.36,-0.35,0.77,0.39,0.14,0.39,0.46,0.47,0.12,0.15,0.2,2.74,2.98,0.74,0.17,0.47,10.66,0.75,0.78,0.53,0.74,0.85,0.1,2.07,1.96,0.81,1.78,1.96,2.19,0.12,0.35,0.69,22.2,24.14,24.3,10.52,11.58,-0.6,1.69,0.73,0.7,0.73,0.75,0.78,0.18,0.38,0.5,6.05,143.06,411.85,266.94,9.2,0.2,3.8,373.2,54.9
347,My Yaacoub,favorable,Blé dur,Wheat,Bour,S1,25/11/2020,02/02/2021,Yes,Yes,23/01/2021,No,,After,102%,0.154,0.001,0.181,0.095,0.109,0.101,0.065,0.115,0.257,0.303,0.295,0.316,0.098,0.536,0.002,3.285,0.519,0.736,827.346,830.303,0.425,2.167,426.76,690.45,524.91,"3,017.29","1,362.87","3,283.85",328.38,328.45,671.07,17.06,330.83,0.81,2.24,"2,280.34",276,672.98,-0.33,1.31,0.45,0.4,0.45,0.49,0.5,0.18,0.24,0.37,3.95,4.19,0.73,0.32,0.63,12.6,0.71,0.78,0.66,0.74,0.86,0.15,2.42,2.13,1.09,1.78,2.01,2.65,0.23,0.58,1.04,26.22,19.71,21.82,10.13,10.98,-0.41,2.26,0.75,0.7,0.73,0.74,0.76,0.35,0.5,0.67,6.79,114.27,345.67,227.11,9.7,0.3,3,397.7,74.6
351,Fès,favorable,Blé tendre,Wheat,Bour,S1,10/11/2020,30/01/2021,Yes,No,,No,,No N topDress ,99%,0.148,0.002,0.25,0.169,0.125,0.123,0.117,0.141,0.193,0.212,0.21,0.228,0.091,0.13,0,2.576,0.233,0.326,826.121,829.231,0.178,1.879,550.92,773.92,836.72,"2,187.90","2,297.70","3,353.64",335.39,335.27,"1,448.34",17.99,339.06,0.51,2.51,"2,302.30",215.63,658.61,-0.44,1.51,0.43,0.36,0.43,0.57,0.61,0.16,0.2,0.36,3.95,4.33,0.71,0.31,0.49,11.36,0.77,0.74,0.51,0.79,0.89,0.12,2.53,1.55,0.75,1.55,2.42,2.76,0.23,0.35,0.69,23.81,21.98,22.83,7.87,10.38,-0.61,2.6,0.71,0.67,0.71,0.81,0.87,0.26,0.44,0.65,6.81,76.57,301.74,210.05,9.7,0.2,3.1,370.4,28.5
358,Taounate,favorable supérieur,Blé tendre,Wheat,Bour,S1,20/11/2020,22/02/2021,Yes,Yes,18/01/2021,No,,After,93%,0.157,0.001,0.227,0.136,0.131,0.131,0.104,0.156,0.289,0.324,0.317,0.35,0.098,0.409,0.002,2.961,0.404,0.583,825.167,828.396,0.369,2.204,798.78,"1,185.60","1,089.29","3,832.99","2,258.97","3,299.93",330.01,329.93,"1,271.73",14.91,333.04,0.64,1.7,"2,125.54",188.03,569.48,-0.33,1.13,0.45,0.4,0.41,0.39,0.49,0.16,0.24,0.36,3.78,3.5,0.68,0.31,0.55,11.72,0.56,0.7,0.55,0.68,0.74,0.17,1.61,1.61,0.92,1.44,1.73,1.84,0.23,0.35,0.81,22.77,22.75,22.44,10.15,10.87,-0.52,1.81,0.69,0.66,0.61,0.58,0.77,0.25,0.45,0.56,6.07,101.29,384.92,259.86,10.2,0.2,3,"1,387.40",32.3
359,Taounate,favorable supérieur,Orge,Barley,Bour,S1,29/10/2020,23/02/2021,Yes,Yes,15/01/2021,No,,After,90%,0.145,0.003,0.212,0.121,0.109,0.108,0.076,0.125,0.262,0.309,0.305,0.327,0.115,0.49,0.002,3.25,0.489,0.691,827.711,830.622,0.413,2.296,700.51,972.53,805.97,"3,345.65","1,791.41","3,275.22",327.52,327.31,897.54,14.91,330.04,0.71,1.8,"2,031.36",215.62,563.61,-0.42,1.32,0.56,0.43,0.49,0.47,0.57,0.15,0.21,0.41,4.15,3.54,0.68,0.25,0.49,11.1,0.71,0.74,0.55,0.7,0.82,0.1,2.07,1.78,0.86,1.55,1.67,2.19,0.12,0.35,0.81,21.62,22.54,23.49,10.18,11.81,-0.61,2.16,0.84,0.72,0.77,0.69,0.84,0.23,0.43,0.63,6.78,98.75,360.98,249.59,9.1,0.3,3.7,166.8,37
386,Sidi kacem,favorable supérieur,Blé tendre,Wheat,Bour,S1,10/11/2020,10/02/2021,Yes,Yes,25/12/2020,No,,After,93%,0.128,0.002,0.134,0.055,0.089,0.081,0.041,0.083,0.276,0.355,0.35,0.377,0.164,1.052,0.002,5.303,0.716,0.911,832.314,834.65,0.553,2.507,,,,,,,324.18,324.5,,18.84,,,1.4,"2,136.70",270.83,610.08,-0.45,0.98,0.53,0.48,0.54,0.56,0.56,0.11,0.18,0.44,4.27,2.76,0.72,0.3,0.62,12.01,0.7,0.79,0.67,0.72,0.79,0.09,2.07,1.61,1.21,1.61,1.9,2.19,0.12,0.35,1.04,24.5,24.02,24.55,10.56,12.71,-0.62,1.65,0.85,0.78,0.81,0.8,0.88,0.27,0.42,0.74,7.17,164.42,500.51,317.81,,,,,
414,Sidi kacem,favorable supérieur,Blé tendre,Wheat,Bour,S1,22/11/2020,18/02/2021,Yes,Yes,22/11/2020,No,,After,92%,0.13,0.001,0.124,0.048,0.095,0.084,0.045,0.086,0.263,0.34,0.332,0.363,0.124,0.907,0.001,4.972,0.687,0.877,832.673,834.964,0.521,2.44,371.19,673.53,379.5,"4,632.56","1,611.15","3,254.50",325.5,325.6,489.51,18.84,327.29,0.98,1.52,"2,031.59",235.29,625.49,-0.33,0.74,0.37,0.39,0.37,0.38,0.43,0.1,0.15,0.25,3.03,3.02,0.74,0.26,0.66,12.39,0.74,0.82,0.73,0.69,0.84,0.1,2.07,1.9,1.38,1.78,1.84,2.19,0.12,0.35,1.27,25.99,23.29,22.21,11.26,11.7,-0.57,1.53,0.78,0.67,0.71,0.68,0.81,0.24,0.43,0.6,6.29,161.54,472.35,307.05,8.9,0.1,3.6,554.3,110.6
431,Sidi Slimane,favorable,Blé tendre,Wheat,Bour,S1,15/11/2020,16/02/2021,Yes,Yes,20/01/2021,No,,After,94%,0.123,0.001,0.146,0.115,0.088,0.066,0.064,0.068,0.085,0.094,0.092,0.098,0.086,0.037,0,4.456,0.178,0.203,833.651,835.82,0.065,1.557,377.96,550.97,587.67,"1,987.36","1,571.03","3,315.76",331.57,331.43,834.52,18.84,334.76,0.62,1.31,"1,936.02",116.27,471.96,-0.45,0.89,0.48,0.39,0.48,0.49,0.51,0.06,0.08,0.29,3.22,2.86,0.75,0.1,0.44,10.32,0.85,0.82,0.57,0.82,0.92,0.07,2.88,1.9,0.98,1.9,2.3,2.99,0.12,0.12,0.69,23.35,25.9,27.93,10.26,12.39,-0.69,1.9,0.89,0.83,0.86,0.8,0.9,0.2,0.33,0.73,6.87,146.68,415.14,268.93,9.4,0.2,2.4,639.4,43.4
434,Sidi Slimane,favorable,Blé tendre,Wheat,Bour,S1,05/12/2020,16/02/2021,Yes,Yes,15/01/2021,No,,After,93%,0.127,0.001,0.167,0.085,0.1,0.096,0.055,0.103,0.283,0.341,0.337,0.365,0.169,0.783,0.002,4.252,0.615,0.828,829.271,831.987,0.504,2.315,,,,,,,328.1,328.07,,18.84,,,1.15,"1,815.16",193.2,449.77,-0.54,1.28,0.64,0.57,0.64,0.64,0.68,0.14,0.29,0.5,5.03,3.97,0.89,0.48,0.78,15.54,0.83,0.94,0.82,0.83,1,0.17,4.14,3.39,1.84,2.47,2.93,4.49,0.35,0.69,1.73,41.86,21.78,24.14,9.09,12.71,-0.69,1.97,0.9,0.83,0.89,0.85,0.93,0.24,0.53,0.77,7.7,158.29,450.25,275.75,9.8,0.2,2.3,322,27.3
441,Taza,favorable,Blé tendre,Wheat,Bour,S1,25/11/2020,10/02/2021,Yes,Yes,27/01/2021,No,,After,93%,0.139,0.001,0.183,0.105,0.102,0.092,0.068,0.113,0.217,0.254,0.238,0.268,0.096,0.36,0.002,2.683,0.444,0.64,826.345,829.427,0.333,2.172,348.93,611.78,527.26,"2,899.11","1,651.97","3,316.35",331.64,331.62,883.34,14.89,334.34,0.8,1.87,"2,171.20",223.1,545.45,-0.34,1.03,0.35,0.24,0.34,0.41,0.46,0.12,0.2,0.26,2.99,3.55,0.62,0.3,0.48,10.38,0.59,0.61,0.49,0.66,0.69,0.1,1.61,1.21,0.75,1.21,1.61,1.73,0.12,0.35,0.69,18.63,22.06,24.18,9.81,10.71,-0.42,1.78,0.59,0.47,0.57,0.6,0.64,0.22,0.4,0.47,5.19,87.97,335.98,238.59,,,,,
447,Taza,favorable,Orge,Barley,Bour,S1,28/11/2020,11/02/2021,No,No,,No,,No N topDress ,91%,0.143,0.002,0.234,0.149,0.119,0.114,0.115,0.133,0.172,0.188,0.185,0.202,0.075,0.094,0,2.484,0.198,0.269,827.063,830.055,0.138,1.873,626.62,988.42,"1,136.20","1,925.94","2,546.32","3,295.12",329.52,329.87,"1,664.71",14.89,333.12,0.29,2.16,"2,249.05",303.72,623.99,-0.27,0.92,0.28,0.18,0.28,0.38,0.4,0.13,0.2,0.21,2.66,3.22,0.47,0.33,0.43,9.29,0.31,0.48,0.43,0.51,0.56,0.25,0.81,0.75,0.58,0.69,0.98,1.15,0.35,0.58,0.58,14.61,21.62,19.84,7.29,8.31,-0.47,1.72,0.47,0.4,0.47,0.62,0.68,0.21,0.39,0.45,4.97,86.22,331.67,248.83,,,,,
452,Taza,favorable,Blé tendre,Wheat,Bour,S1,27/11/2020,10/02/2021,Yes,Yes,23/01/2021,No,,After,98%,0.136,0.001,0.175,0.084,0.104,0.101,0.069,0.11,0.236,0.272,0.265,0.279,0.117,0.437,0.001,3.635,0.49,0.672,827.197,830.173,0.37,2.062,447.54,781.3,532.05,"3,560.46","1,912.68","3,325.23",332.53,332.51,891.77,14.89,335.15,0.84,2.15,"2,167.64",269.79,636.87,-0.52,1.42,0.59,0.46,0.52,0.53,0.62,0.1,0.16,0.43,4.2,3.66,0.67,0.18,0.49,10.82,0.64,0.7,0.63,0.68,0.75,0.1,1.73,1.55,1.09,1.44,1.61,1.84,0.12,0.35,0.81,21.05,22.63,24.02,9.22,10.41,-0.66,2.19,0.84,0.72,0.77,0.75,0.85,0.19,0.34,0.69,6.49,93.49,340.46,245.37,10,0.3,2.2,366.9,39.1
456,Taza,favorable,Blé dur,Wheat,Bour,S1,28/11/2020,11/02/2021,Yes,Yes,25/01/2021,No,,After,95%,0.143,0.001,0.231,0.135,0.106,0.101,0.077,0.112,0.227,0.265,0.258,0.285,0.107,0.382,0.001,3.822,0.469,0.622,828.739,831.522,0.343,2.238,483.23,764.76,609.33,"3,449.23","2,374.09","3,313.66",331.33,331.23,"1,279.64",14.89,334.03,0.8,1.95,"2,244.92",277.38,597.89,-0.39,1.4,0.52,0.43,0.49,0.5,0.55,0.16,0.29,0.4,4.29,3.98,0.68,0.31,0.54,12.21,0.62,0.75,0.56,0.68,0.77,0.15,1.73,1.5,0.86,1.5,1.73,1.96,0.23,0.58,0.81,23,20,21.98,9.13,9.67,-0.47,2.2,0.75,0.67,0.72,0.71,0.76,0.29,0.54,0.65,6.75,102.77,353.04,242.19,,,,,
460,Taza,favorable,Blé dur,Wheat,Bour,S1,29/11/2020,25/02/2021,Yes,Yes,28/01/2021,No,,After,86%,0.156,0.001,0.153,0.083,0.116,0.104,0.076,0.107,0.204,0.238,0.224,0.244,0.082,0.309,0.001,3.703,0.438,0.566,828.804,831.579,0.292,1.816,338.81,708.78,555.58,"2,744.58","1,862.78","3,284.32",328.43,328.18,953.53,14.91,330.88,0.76,1.65,"2,211.34",212.75,579.71,-0.37,0.92,0.42,0.29,0.42,0.47,0.48,0.11,0.14,0.29,3.23,2.17,0.47,0.16,0.31,7.64,0.51,0.52,0.36,0.59,0.61,0.1,1.15,0.92,0.46,0.86,1.27,1.27,0.12,0.23,0.35,12.88,20.62,20.5,8.04,8.87,-0.57,1.53,0.64,0.53,0.64,0.71,0.75,0.18,0.24,0.56,5.39,137.92,404.37,233.23,,,,,
467,Tanger-Assilah,favorable supérieur,Orge,Barley,Bour,S1,22/11/2020,18/02/2021,Yes,Yes,07/01/2021,No,,After,96%,0.135,0.001,0.164,0.077,0.103,0.104,0.058,0.11,0.223,0.246,0.253,0.259,0.1,0.38,0.002,2.488,0.438,0.72,822.006,825.631,0.379,1.562,,,,,,,,,,19.97,,,0.97,"1,803.32",184.34,427.46,-0.32,0.73,0.43,0.27,0.35,0.35,0.45,0.13,0.23,0.28,3.22,2.29,0.55,0.31,0.48,10.14,0.66,0.58,0.47,0.55,0.81,0.15,1.5,1.21,0.75,1.04,1.15,1.73,0.23,0.46,0.81,17.71,25.54,24.28,9.71,11.42,-0.5,1.36,0.7,0.59,0.65,0.6,0.75,0.25,0.49,0.56,6.03,156.57,508.68,315.97,9.4,0.2,3.3,202.4,22.4
468,OUEZZANE,favorable supérieur,Blé dur,Wheat,Bour,S1,20/11/2020,18/02/2021,Yes,Yes,19/01/2021,No,,After,95%,0.148,0.001,0.173,0.082,0.101,0.094,0.051,0.099,0.319,0.409,0.387,0.428,0.117,1.157,0.002,5.363,0.703,0.88,832.398,834.723,0.571,2.584,447.57,744.59,523.28,"4,484.56","1,552.43","3,292.96",323.92,323.53,707.48,18.84,331.76,0.91,1.23,"1,863.12",173.54,518.42,-0.41,0.86,0.51,0.41,0.41,0.33,0.52,0.1,0.22,0.35,3.63,2.75,0.68,0.3,0.61,11.55,0.71,0.74,0.67,0.64,0.79,0.08,2.19,1.67,1.21,1.55,1.55,2.3,0.12,0.35,1.15,24.04,22.52,22.71,10.82,12.36,-0.56,1.49,0.77,0.65,0.67,0.55,0.78,0.22,0.47,0.57,6.27,167.22,482.98,307.99,9.8,0.2,2.2,348.6,27.3
495,Kénitra,favorable,Blé dur,Wheat,Bour,S1,22/11/2020,15/02/2021,Yes,Yes,05/02/2021,No,,After,97%,0.128,0.001,0.182,0.083,0.099,0.108,0.057,0.14,0.444,0.535,0.528,0.562,0.235,1.52,0.005,4.262,0.674,0.925,828.646,831.44,0.7,3.012,,,,,,,329.65,329.22,,18.84,,,1.65,"1,982.14",268.07,611.57,-0.36,1.22,0.5,0.46,0.5,0.53,0.54,0.18,0.38,0.45,4.52,3.5,0.67,0.51,0.59,12.94,0.55,0.7,0.67,0.6,0.76,0.21,1.61,1.55,1.15,1.44,1.55,1.96,0.35,0.81,1.15,25.19,22.28,23.2,11.7,13.1,-0.5,1.87,0.75,0.71,0.71,0.7,0.79,0.3,0.59,0.68,6.93,140.19,425.07,269.27,9.8,0.2,3,209.3,38.2
523,Essaouira,défavorable,Orge,Barley,Bour,S1,15/11/2020,08/02/2021,No,No,,No,,No N topDress ,98%,0.147,0.001,0.277,0.206,0.119,0.108,0.118,0.128,0.164,0.185,0.189,0.209,0.074,0.085,0,3.962,0.206,0.265,834.698,836.736,0.138,2.215,874.09,"1,262.94","1,728.82","2,724.77","4,059.38","3,293.44",329.37,329.51,"3,381.59",15.65,332.37,0.26,3.14,"2,234.57",257.6,630.66,-0.05,1.11,0.18,0.22,0.21,0.21,0.21,0.16,0.2,0.21,2.23,3.47,0.33,0.24,0.32,6.97,0.17,0.33,0.37,0.25,0.33,0.16,0.35,0.46,0.46,0.46,0.4,0.58,0.23,0.35,0.46,9.89,32.98,29.04,10.22,12.25,-0.12,1.92,0.32,0.38,0.35,0.33,0.36,0.23,0.37,0.36,3.85,49.69,230.67,164.09,10,0.1,2.6,356.5,20.9
540,Al Haouz,défavorable,Blé dur,Wheat,irrigué,S1,20/12/2020,03/03/2021,No,No,,No,,No N topDress ,83%,0.136,0.001,0.159,0.104,0.108,0.102,0.097,0.131,0.209,0.229,0.223,0.229,0.091,0.211,0.001,2.622,0.314,0.452,824.097,827.46,0.242,2.381,378.35,537.17,595.68,"1,798.40","1,000.54","3,368.35",336.82,336.47,730.25,19.28,341.04,0.58,4.16,"2,743.67",333.04,795.92,-0.18,1.07,0.21,0.19,0.22,0.25,0.28,0.1,0.14,0.2,2.05,3.74,0.38,0.24,0.33,7.15,0.31,0.37,0.35,0.4,0.45,0.14,0.58,0.58,0.4,0.58,0.75,0.81,0.23,0.35,0.35,10.24,28.07,28.37,10.18,11.14,-0.31,2.05,0.37,0.39,0.39,0.45,0.5,0.19,0.28,0.38,3.93,53.54,219.82,122.05,9.8,0.3,2.9,526.7,75.5
543,Marrakech,défavorable,Blé tendre,Wheat,Bour,S1,01/11/2020,01/03/2021,No,No,,No,,No N topDress ,87%,0.176,0.002,0.374,0.288,0.155,0.168,0.22,0.237,0.266,0.291,0.28,0.311,0.102,0.08,0,2.088,0.119,0.138,835.206,837.18,0.096,2.514,955.12,"1,373.41","1,840.58","2,403.31","1,747.06","3,270.87",325.3,324.81,"1,197.25",19.28,330.57,0.15,5.1,"2,509.53",336.84,827.89,0,1.85,0.24,0.2,0.23,0.19,0.25,0.26,0.36,0.25,3,6.95,0.46,0.58,0.51,11.27,0.35,0.46,0.53,0.32,0.59,0.24,0.69,0.81,0.75,0.75,0.58,1.15,0.46,1.04,0.81,19.32,30.08,25.96,7.79,10.59,0.02,3.11,0.42,0.39,0.4,0.32,0.44,0.46,0.58,0.47,5.05,42.22,186.53,121.07,9.9,0.3,2,668.2,77.5
550,EL YOUSSOUFIA,défavorable,Blé dur,Wheat,Bour,S2,01/12/2020,03/03/2021,No,No,,No,,No N topDress ,82%,0.326,0.002,0.452,0.364,0.337,0.331,0.349,0.396,0.513,0.56,0.528,0.584,0.193,0.273,0.001,2.861,0.197,0.235,828.091,830.955,0.213,1.93,,,,,,,,,,20.08,,,3.91,"2,311.96",300.84,702.76,-0.04,0.86,0.13,0.15,0.13,0.12,0.14,0.1,0.16,0.14,1.54,2.31,0.17,0.18,0.17,4.15,0.14,0.16,0.22,0.17,0.22,0.08,0.12,0.23,0.23,0.23,0.23,0.23,0.12,0.23,0.23,5.52,34.35,30.37,10.26,12.55,-0.04,1.4,0.21,0.26,0.21,0.18,0.22,0.18,0.26,0.22,2.51,37.99,206.52,161.54,10,0.3,3,172.5,57.6
556,EL YOUSSOUFIA,défavorable,Orge,Barley,Bour,S2,15/12/2020,03/03/2021,No,No,,No,,No N topDress ,93%,0.151,0.001,0.168,0.098,0.114,0.103,0.082,0.113,0.21,0.243,0.233,0.262,0.08,0.297,0.001,3.546,0.418,0.552,828.453,831.272,0.293,2.079,,,,,,,,,,20.08,,,3.67,"2,277.35",281.75,638.48,-0.08,1.21,0.19,0.25,0.19,0.17,0.2,0.12,0.16,0.18,2.1,4.02,0.33,0.2,0.32,6.98,0.2,0.33,0.4,0.18,0.35,0.15,0.23,0.4,0.46,0.35,0.23,0.46,0.23,0.35,0.35,9.2,33.87,27.54,9.29,11.56,-0.11,2.06,0.31,0.42,0.31,0.27,0.31,0.2,0.3,0.3,3.58,45.95,199.88,141.55,9.8,0.7,2.1,151.8,40.9
561,Safi,défavorable,Blé tendre,Wheat,Bour,S2,16/11/2020,17/03/2021,Yes,Yes,26/01/2021,No,,No Seconde N,75%,0.14,0.001,0.197,0.101,0.11,0.111,0.08,0.146,0.325,0.38,0.375,0.418,0.173,0.668,0.003,3.145,0.512,0.744,826.723,829.757,0.493,2.832,"1,110.19","1,361.19","1,277.41","4,225.00","2,291.44","3,339.03",333.91,334.03,"1,357.22",16.05,337,0.65,3.11,"2,316.79",284.17,733.93,-0.16,1.25,0.27,0.36,0.27,0.2,0.29,0.13,0.27,0.27,2.94,4.47,0.51,0.36,0.48,10.55,0.41,0.51,0.65,0.33,0.55,0.14,0.69,0.92,1.09,0.92,0.58,0.92,0.23,0.46,0.81,17.71,31.77,25.68,10.83,12.5,-0.26,2.25,0.48,0.63,0.48,0.35,0.49,0.23,0.52,0.49,5.3,51.93,271.22,206.5,9.1,1.3,4.5,482.3,385.3
565,Safi,défavorable,Orge,Barley,irrigué,S2,23/10/2020,17/03/2021,Yes,Yes,01/02/2021,No,,No Seconde N,74%,0.155,0.001,0.316,0.293,0.142,0.148,0.2,0.217,0.241,0.247,0.265,0.266,0.108,0.052,0,1.582,0.074,0.162,817.37,821.574,0.109,2.786,871.7,"1,362.31","1,888.59","2,766.54","3,386.75","3,486.58",348.66,348.56,"3,115.59",16.05,353.95,0.22,2.93,"2,278.84",268.07,667.46,-0.18,2.05,0.39,0.47,0.42,0.42,0.45,0.27,0.45,0.44,4.66,5.5,0.54,0.63,0.54,12.52,0.31,0.53,0.59,0.48,0.61,0.3,0.81,0.98,0.92,0.92,0.92,1.27,0.46,1.04,0.92,21.51,28.14,26.12,10.41,13.14,-0.21,3.01,0.6,0.68,0.62,0.59,0.63,0.41,0.66,0.63,6.85,50.94,261.89,197.38,10.9,0.4,2.8,82.7,"1,219.00"
569,Safi,défavorable,Blé tendre,Wheat,Bour,S2,12/11/2020,17/03/2021,Yes,Yes,05/02/2021,No,,No Seconde N,81%,0.155,0.001,0.167,0.081,0.121,0.115,0.077,0.133,0.311,0.382,0.382,0.417,0.132,0.714,0.003,3.635,0.556,0.765,829.934,832.567,0.509,2.53,397.13,775.1,756.98,"3,093.80","1,651.81","3,431.98",343.22,343.04,870.29,15.25,346.63,0.7,2.08,"1,906.47",216.32,523.14,-0.19,1.45,0.28,0.51,0.28,0.21,0.28,0.09,0.4,0.28,3.65,4.02,0.52,0.3,0.52,10.12,0.51,0.52,0.68,0.26,0.59,0.08,1.27,0.92,1.21,0.86,0.52,1.38,0.12,0.35,0.81,18.51,32.43,28.67,9.48,11.95,-0.32,2.44,0.51,0.78,0.51,0.35,0.52,0.2,0.73,0.52,6.15,60.8,289.69,211.53,9.4,1.3,4.1,577.5,484.2
576,El Jadida,interemédiaire,Blé tendre,Wheat,Bour,S2,10/11/2020,02/03/2021,Yes,Yes,04/01/2021,No,,No Seconde N,82%,0.145,0.002,0.151,0.071,0.109,0.1,0.063,0.107,0.327,0.423,0.416,0.455,0.126,1.1,0.002,5.686,0.685,0.849,833.406,835.605,0.579,3.012,,,,,,,,,,21.64,,,2.1,"1,959.14",275.2,593.17,-0.23,1.48,0.43,0.48,0.43,0.32,0.44,0.21,0.33,0.4,4.17,4.14,0.56,0.41,0.55,11.67,0.39,0.56,0.66,0.44,0.59,0.2,0.92,1.09,1.15,1.04,0.86,1.27,0.35,0.69,1.04,20.47,29.47,26.25,9.14,11.58,-0.33,2.28,0.67,0.71,0.67,0.49,0.69,0.36,0.55,0.6,6.43,87.65,324.47,221.8,10.1,0.2,1,349.6,104.3
