id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Target,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
1234,Ouezzane,favorable supérieur,Blé dur ,Wheat,,S1,10/11/2019,12/02/2020,Yes,Yes,10/01/2020,No,,After,3.99,91%,0.145,0.002,0.196,0.112,0.109,0.108,0.078,0.127,0.287,0.343,0.349,0.36,0.097,0.6,0.002,3.735,0.529,0.731,829.044,831.789,0.467,2.65,481.64,779.43,706.66,"3,124.64","2,022.96","3,350.76",332.87,333.1,"1,137.52",14.82,338.11,0.72,1.35,"2,338.18",223.79,573.74,-0.23,0.71,0.35,0.31,0.31,0.32,0.4,0.17,0.2,0.29,3.02,2.47,0.57,0.32,0.55,10.55,0.49,0.6,0.58,0.56,0.67,0.17,1.15,1.04,0.86,0.92,1.15,1.38,0.23,0.46,0.81,17.94,24.97,20.32,10.5,11.51,-0.34,1.31,0.59,0.59,0.57,0.55,0.61,0.28,0.39,0.56,5.6,206.95,490.11,130.88,,,,,
1235,Ouezzane,favorable supérieur,Blé dur,Wheat,,S2,10/11/2019,04/03/2020,Yes,Yes,10/01/2020,No,,No Seconde N,1.87,77%,0.147,0.002,0.209,0.13,0.108,0.11,0.082,0.138,0.303,0.362,0.368,0.391,0.119,0.615,0.002,3.417,0.516,0.731,828.436,831.256,0.482,2.874,481.64,779.43,706.66,"3,124.64","2,022.96","3,350.76",332.87,333.1,"1,137.52",14.82,338.11,0.72,1.35,"2,338.18",223.79,573.74,-0.23,0.71,0.35,0.31,0.31,0.32,0.4,0.17,0.2,0.29,3.02,2.47,0.57,0.32,0.55,10.55,0.49,0.6,0.58,0.56,0.67,0.17,1.15,1.04,0.86,0.92,1.15,1.38,0.23,0.46,0.81,17.94,24.97,20.32,10.5,11.51,-0.34,1.31,0.59,0.59,0.57,0.55,0.61,0.28,0.39,0.56,5.6,206.95,490.11,130.88,,,,,
1236,Ouezzane,favorable supérieur,Blé dur,Wheat,,S2,10/12/2019,11/03/2020,Yes,Yes,16/01/2020,No,,No Seconde N,2.2,89%,0.143,,,,0.1,0.093,0.057,0.103,0.316,0.417,0.421,0.446,0.129,1.1,0.002,5.288,0.693,0.875,833.939,836.072,0.596,3.216,,,,,,,330.66,330.75,,22.63,,,1.35,"2,338.18",223.79,573.74,-0.23,0.71,0.35,0.31,0.31,0.32,0.4,0.17,0.2,0.29,3.02,2.47,0.57,0.32,0.55,10.55,0.49,0.6,0.58,0.56,0.67,0.17,1.15,1.04,0.86,0.92,1.15,1.38,0.23,0.46,0.81,17.94,24.97,20.32,10.5,11.51,-0.34,1.31,0.59,0.59,0.57,0.55,0.61,0.28,0.39,0.56,5.6,206.95,490.11,130.88,,,,,
1237,Béni Mellal,interemédiaire,Orge,Barley,,S1,20/11/2019,29/02/2020,Yes,No,,No,,No N topDress ,2.71,76%,0.143,0.004,0.341,0.232,0.124,0.142,0.161,0.213,0.308,0.343,0.347,0.364,0.199,0.263,0.002,2.12,0.269,0.42,823.99,827.366,0.296,3.208,,,,,,,333.37,333.11,,11.15,,,3.2,"2,636.49",360.87,770.96,-0.18,2.23,0.49,0.48,0.48,0.48,0.49,0.32,0.48,0.48,5.37,6.45,0.74,0.63,0.67,15.53,0.24,0.77,0.71,0.62,0.78,0.54,1.5,1.9,1.32,1.61,1.44,2.42,0.92,1.38,1.38,33.46,27.6,26.53,9.92,8.77,-0.18,3.47,0.75,0.76,0.72,0.69,0.76,0.58,0.78,0.77,8.34,137.79,276.88,88.49,,,,,
1238,Béni Mellal,interemédiaire,Orge,Barley,,S2,20/11/2019,19/04/2020,Yes,No,,No,,No N topDress ,3.25,80%,0.14,,,,0.129,0.15,0.167,0.219,0.337,0.383,0.377,0.411,0.186,0.332,0.002,2.626,0.314,0.445,826.88,829.895,0.324,3.199,559.17,838.8,909.12,"2,872.60","1,949.35","3,427.85",342.8,343.1,"1,317.80",18.71,348.64,0.6,3.2,"2,636.49",360.87,770.96,-0.18,2.23,0.49,0.48,0.48,0.48,0.49,0.32,0.48,0.48,5.37,6.45,0.74,0.63,0.67,15.53,0.24,0.77,0.71,0.62,0.78,0.54,1.5,1.9,1.32,1.61,1.44,2.42,0.92,1.38,1.38,33.46,27.6,26.53,9.92,8.77,-0.18,3.47,0.75,0.76,0.72,0.69,0.76,0.58,0.78,0.77,8.34,137.79,276.88,88.49,,,,,
1239,Béni Mellal,interemédiaire,Orge ,Barley,,S2,20/11/2019,20/04/2020,Yes,No,,No,,No N topDress ,1.51,75%,0.138,0.002,0.211,0.14,0.112,0.109,0.107,0.136,0.235,0.28,0.263,0.305,0.081,0.299,0.001,3.918,0.398,0.485,831.752,834.158,0.284,2.723,559.17,838.8,909.12,"2,872.60","1,949.35","3,427.85",342.8,343.1,"1,317.80",18.71,348.64,0.6,3.2,"2,636.49",360.87,770.96,-0.18,2.23,0.49,0.48,0.48,0.48,0.49,0.32,0.48,0.48,5.37,6.45,0.74,0.63,0.67,15.53,0.24,0.77,0.71,0.62,0.78,0.54,1.5,1.9,1.32,1.61,1.44,2.42,0.92,1.38,1.38,33.46,27.6,26.53,9.92,8.77,-0.18,3.47,0.75,0.76,0.72,0.69,0.76,0.58,0.78,0.77,8.34,137.79,276.88,88.49,,,,,
1240,Ouezzane,favorable supérieur,Blé dur ,Wheat,,S1,04/12/2019,23/02/2020,Yes,No,,No,,No N topDress ,2.17,88%,0.143,0.002,0.197,0.109,0.111,0.117,0.09,0.143,0.253,0.284,0.271,0.295,0.133,0.344,0.002,2.401,0.38,0.576,823.395,826.845,0.333,2.068,428.76,842.95,751.17,"2,790.31","2,066.11","3,368.35",336.82,336.87,"1,159.23",14.82,340.19,0.66,1.13,"2,336.46",190.67,571.09,-0.32,0.81,0.43,0.44,0.43,0.45,0.48,0.15,0.3,0.42,4.11,2.2,0.58,0.37,0.55,11.13,0.41,0.6,0.56,0.59,0.66,0.24,1.38,1.15,0.92,1.15,1.38,1.73,0.35,0.46,0.92,19.9,24.04,20.11,9.58,10.29,-0.57,1.4,0.69,0.73,0.71,0.72,0.82,0.25,0.6,0.69,7.08,235.53,583.22,161.72,,,,,
1241,Ouezzane,favorable supérieur,Blé dur,Wheat,,S2,04/12/2019,11/03/2020,Yes,Yes,25/03/2020,No,,No Seconde N,3.09,93%,0.136,,,,0.109,0.113,0.09,0.136,0.253,0.287,0.276,0.306,0.129,0.366,0.002,2.873,0.41,0.586,825.622,828.794,0.342,2.213,412.86,709.88,601.12,"3,053.61","1,759.49","3,405.85",340.58,340.27,940.34,22.63,346.1,0.77,1.13,"2,336.46",190.67,571.09,-0.32,0.81,0.43,0.44,0.43,0.45,0.48,0.15,0.3,0.42,4.11,2.2,0.58,0.37,0.55,11.13,0.41,0.6,0.56,0.59,0.66,0.24,1.38,1.15,0.92,1.15,1.38,1.73,0.35,0.46,0.92,19.9,24.04,20.11,9.58,10.29,-0.57,1.4,0.69,0.73,0.71,0.72,0.82,0.25,0.6,0.69,7.08,235.53,583.22,161.72,,,,,
1242,Ouezzane,favorable supérieur,Blé dur,Wheat,,S2,04/12/2019,08/04/2020,Yes,Yes,25/03/2020,No,,No Seconde N,1.91,76%,0.142,0.002,0.169,0.084,0.11,0.109,0.08,0.126,0.253,0.298,0.285,0.317,0.127,0.439,0.002,3.167,0.467,0.648,827.643,830.562,0.377,2.198,412.86,709.88,601.12,"3,053.61","1,759.49","3,405.85",340.58,340.27,940.34,27.59,346.1,0.77,1.13,"2,336.46",190.67,571.09,-0.32,0.81,0.43,0.44,0.43,0.45,0.48,0.15,0.3,0.42,4.11,2.2,0.58,0.37,0.55,11.13,0.41,0.6,0.56,0.59,0.66,0.24,1.38,1.15,0.92,1.15,1.38,1.73,0.35,0.46,0.92,19.9,24.04,20.11,9.58,10.29,-0.57,1.4,0.69,0.73,0.71,0.72,0.82,0.25,0.6,0.69,7.08,235.53,583.22,161.72,,,,,
1243,Larache,favorable supérieur,Blé tendre ,Wheat,,S1,10/12/2019,12/02/2020,Yes,No,,No,,No N topDress ,5.14,91%,0.144,0.004,0.207,0.126,0.113,0.105,0.089,0.122,0.205,0.234,0.225,0.248,0.077,0.243,0.001,2.903,0.361,0.497,826.804,829.828,0.264,2.077,462.92,806.95,796.84,"2,667.29","2,261.56","3,330.76",333.07,333.13,"1,406.83",16.73,336.3,0.62,1.16,"2,350.72",183.89,593.06,-0.26,0.8,0.39,0.35,0.38,0.46,0.51,0.25,0.33,0.36,4.07,3.34,0.78,0.69,0.76,17.01,0.48,0.77,0.76,0.86,1.02,0.54,5.18,2.01,1.61,2.07,2.99,6.1,0.92,1.61,1.61,45.43,21.16,18.92,10.59,10.68,-0.41,1.65,0.82,0.77,0.77,0.8,0.87,0.46,0.75,0.77,8.43,220.13,586.33,149.75,,,,,
1244,Larache,favorable supérieur,Blé tendre,Wheat,,S2,10/12/2019,02/03/2020,Yes,No,,No,,No N topDress ,2.85,83%,0.143,,,,0.112,0.11,0.078,0.133,0.279,0.323,0.315,0.34,0.115,0.515,0.002,3.099,0.481,0.691,826.409,829.483,0.421,2.326,462.92,806.95,796.84,"2,667.29","2,261.56","3,330.76",333.07,333.13,"1,406.83",16.73,336.3,0.62,1.16,"2,350.72",183.89,593.06,-0.26,0.8,0.39,0.35,0.38,0.46,0.51,0.25,0.33,0.36,4.07,3.34,0.78,0.69,0.76,17.01,0.48,0.77,0.76,0.86,1.02,0.54,5.18,2.01,1.61,2.07,2.99,6.1,0.92,1.61,1.61,45.43,21.16,18.92,10.59,10.68,-0.41,1.65,0.82,0.77,0.77,0.8,0.87,0.46,0.75,0.77,8.43,220.13,586.33,149.75,,,,,
1245,Larache,favorable supérieur,Blé tendre,Wheat,,S2,10/12/2019,16/04/2020,Yes,No,,No,,No N topDress ,1.19,72%,0.2,0.003,0.249,0.172,0.174,0.169,0.148,0.195,0.324,0.372,0.364,0.393,0.137,0.372,0.002,3.122,0.358,0.486,827.922,830.807,0.343,2.156,443.9,776.48,685.39,"3,549.32","1,797.35","3,385.30",338.53,338.37,816.5,27.66,343.58,0.78,1.16,"2,350.72",183.89,593.06,-0.26,0.8,0.39,0.35,0.38,0.46,0.51,0.25,0.33,0.36,4.07,3.34,0.78,0.69,0.76,17.01,0.48,0.77,0.76,0.86,1.02,0.54,5.18,2.01,1.61,2.07,2.99,6.1,0.92,1.61,1.61,45.43,21.16,18.92,10.59,10.68,-0.41,1.65,0.82,0.77,0.77,0.8,0.87,0.46,0.75,0.77,8.43,220.13,586.33,149.75,,,,,
1246,Tanger-Assilah,favorable supérieur,Blé dur,Wheat,,S1,07/12/2019,11/02/2020,Yes,Yes,04/02/2020,No,,After,4.12,95%,0.152,0.001,0.174,0.085,0.117,0.116,0.073,0.128,0.298,0.346,0.331,0.363,0.097,0.636,0.002,3.579,0.529,0.733,827.084,830.074,0.454,2.079,528.63,775.24,719.55,"2,752.36","2,553.82","3,368.35",336.82,337.09,"1,398.62",24.28,340.72,0.67,1.21,"2,007.33",216.55,513.59,-0.41,1.04,0.54,0.43,0.54,0.58,0.59,0.18,0.25,0.42,4.39,2.93,0.7,0.3,0.63,12.39,0.74,0.75,0.7,0.62,0.84,0.1,2.76,1.55,1.21,1.5,1.55,2.88,0.12,0.58,1.15,24.84,21.33,21.59,10.09,10.66,-0.55,1.66,0.77,0.72,0.75,0.78,0.83,0.28,0.53,0.71,7.01,216.6,486.91,164.23,,,,,
1247,Tanger-Assilah,favorable supérieur,Blé dur,Wheat,,S2,07/12/2019,04/03/2020,Yes,Yes,13/02/2020,No,,No Seconde N,3.76,91%,0.139,,,,0.106,0.103,0.063,0.118,0.341,0.411,0.402,0.432,0.137,1.004,0.002,4.653,0.637,0.838,829.576,832.254,0.562,2.754,,,,,,,,,,18.57,,,1.21,"2,007.33",216.55,513.59,-0.41,1.04,0.54,0.43,0.54,0.58,0.59,0.18,0.25,0.42,4.39,2.93,0.7,0.3,0.63,12.39,0.74,0.75,0.7,0.62,0.84,0.1,2.76,1.55,1.21,1.5,1.55,2.88,0.12,0.58,1.15,24.84,21.33,21.59,10.09,10.66,-0.55,1.66,0.77,0.72,0.75,0.78,0.83,0.28,0.53,0.71,7.01,216.6,486.91,164.23,,,,,
1248,Tanger-Assilah,favorable supérieur,Blé dur,Wheat,,S2,07/12/2019,26/03/2020,Yes,Yes,13/02/2020,No,,No Seconde N,1.27,73%,0.138,0.002,0.175,0.081,0.106,0.103,0.063,0.118,0.341,0.411,0.402,0.432,0.139,1.002,0.003,4.623,0.636,0.838,829.552,832.233,0.562,2.756,,,,,,,,,,25.86,,,1.21,"2,007.33",216.55,513.59,-0.41,1.04,0.54,0.43,0.54,0.58,0.59,0.18,0.25,0.42,4.39,2.93,0.7,0.3,0.63,12.39,0.74,0.75,0.7,0.62,0.84,0.1,2.76,1.55,1.21,1.5,1.55,2.88,0.12,0.58,1.15,24.84,21.33,21.59,10.09,10.66,-0.55,1.66,0.77,0.72,0.75,0.78,0.83,0.28,0.53,0.71,7.01,216.6,486.91,164.23,,,,,
1249,Tanger-Assilah,favorable supérieur,Blé dur,Wheat,,S1,08/12/2019,11/02/2020,Yes,Yes,30/01/2020,No,,After,5.06,95%,0.151,0.001,0.213,0.124,0.118,0.114,0.081,0.128,0.244,0.282,0.27,0.3,0.085,0.381,0.002,2.829,0.43,0.617,826.249,829.343,0.351,1.933,489.9,785.42,633.8,"3,669.30","2,112.35","3,368.35",336.82,336.47,979.8,24.28,340.25,0.81,1.05,"1,830.46",187.34,407.22,-0.49,1.23,0.53,0.52,0.53,0.58,0.64,0.15,0.29,0.5,4.77,3.27,0.74,0.3,0.69,12.64,0.68,0.76,0.73,0.68,0.78,0.1,2.07,1.55,1.44,1.5,1.61,2.19,0.12,0.35,1.27,25.65,23.13,21.86,10.15,12.2,-0.58,1.89,0.75,0.77,0.78,0.79,0.81,0.23,0.57,0.72,7.29,194.36,444.48,163.88,,,,,
1250,Tanger-Assilah,favorable supérieur,Blé dur,Wheat,,S2,08/12/2019,04/03/2020,Yes,Yes,24/02/2020,No,,No Seconde N,3.57,90%,0.151,0.001,0.164,0.072,0.112,0.107,0.064,0.126,0.325,0.394,0.377,0.417,0.118,0.851,0.003,3.71,0.593,0.815,828.842,831.611,0.531,2.437,,,,,,,,,,22.09,,,1.05,"1,830.46",187.34,407.22,-0.49,1.23,0.53,0.52,0.53,0.58,0.64,0.15,0.29,0.5,4.77,3.27,0.74,0.3,0.69,12.64,0.68,0.76,0.73,0.68,0.78,0.1,2.07,1.55,1.44,1.5,1.61,2.19,0.12,0.35,1.27,25.65,23.13,21.86,10.15,12.2,-0.58,1.89,0.75,0.77,0.78,0.79,0.81,0.23,0.57,0.72,7.29,194.36,444.48,163.88,,,,,
1251,Tanger-Assilah,favorable supérieur,Blé dur,Wheat,,S1,07/12/2019,11/02/2020,Yes,Yes,04/02/2020,No,,After,3.01,80%,0.149,0.001,0.185,0.081,0.113,0.111,0.066,0.124,0.345,0.423,0.404,0.45,0.112,0.996,0.003,4.396,0.63,0.828,830.098,832.711,0.559,2.488,395.6,705.12,374.27,"5,226.75","1,718.42","3,333.66",333.38,333.37,635.57,24.28,336.31,1,1.3,"2,001.58",228.39,536.36,-0.71,1.17,0.68,0.46,0.55,0.64,0.85,0.14,0.19,0.47,4.81,2.95,0.75,0.29,0.63,12.11,0.67,0.76,0.71,0.72,0.77,0.1,2.07,1.67,1.27,1.55,2.01,2.19,0.12,0.46,1.04,24.61,23.03,21.49,11.86,13.49,-0.72,1.77,0.87,0.74,0.79,0.84,0.95,0.23,0.44,0.75,7.26,224.06,472.66,157.32,,,,,
1252,Tanger-Assilah,favorable supérieur,Blé dur,Wheat,,S2,07/12/2019,03/03/2020,Yes,Yes,17/02/2020,No,,No Seconde N,1.91,80%,0.14,,,,0.108,0.106,0.066,0.123,0.407,0.523,0.505,0.554,0.207,1.507,0.003,5.7,0.711,0.883,832.805,835.08,0.661,3.419,,,,,,,,,,18.57,,,1.3,"2,001.58",228.39,536.36,-0.71,1.17,0.68,0.46,0.55,0.64,0.85,0.14,0.19,0.47,4.81,2.95,0.75,0.29,0.63,12.11,0.67,0.76,0.71,0.72,0.77,0.1,2.07,1.67,1.27,1.55,2.01,2.19,0.12,0.46,1.04,24.61,23.03,21.49,11.86,13.49,-0.72,1.77,0.87,0.74,0.79,0.84,0.95,0.23,0.44,0.75,7.26,224.06,472.66,157.32,,,,,
1253,Tanger-Assilah,favorable supérieur,Blé dur,Wheat,,S2,07/12/2019,26/03/2020,Yes,Yes,17/02/2020,No,,No Seconde N,2.2,82%,0.142,0.003,0.193,0.085,0.109,0.107,0.066,0.126,0.413,0.53,0.513,0.565,0.18,1.521,0.003,5.462,0.708,0.889,832.625,834.922,0.668,3.356,702.65,"1,089.05",793.5,"6,359.50","2,564.50","3,318.90",331.91,332.34,"1,129.30",22.09,334.65,0.89,1.3,"2,001.58",228.39,536.36,-0.71,1.17,0.68,0.46,0.55,0.64,0.85,0.14,0.19,0.47,4.81,2.95,0.75,0.29,0.63,12.11,0.67,0.76,0.71,0.72,0.77,0.1,2.07,1.67,1.27,1.55,2.01,2.19,0.12,0.46,1.04,24.61,23.03,21.49,11.86,13.49,-0.72,1.77,0.87,0.74,0.79,0.84,0.95,0.23,0.44,0.75,7.26,224.06,472.66,157.32,,,,,
1254,Tétouan,favorable supérieur,Blé dur ,Wheat,,S1,10/12/2019,13/02/2020,Yes,Yes,15/01/2020,No,,After,4.52,90%,0.144,0.001,0.179,0.088,0.109,0.1,0.065,0.108,0.282,0.357,0.344,0.378,0.091,0.762,0.002,4.604,0.615,0.786,832.163,834.518,0.49,2.554,419.51,675.82,627.25,"2,727.38","1,740.88","3,326.01",332.62,332.97,"1,038.99",24.28,335.89,0.72,1.25,"2,076.09",240.58,541.19,-0.13,0.74,0.31,0.31,0.31,0.32,0.34,0.21,0.28,0.29,3.21,2.69,0.6,0.47,0.55,11.67,0.35,0.63,0.64,0.41,0.63,0.29,1.04,1.21,1.15,1.15,0.86,1.38,0.35,0.69,1.04,21.39,22.75,20.53,11.3,13.56,-0.18,1.41,0.57,0.59,0.56,0.55,0.57,0.39,0.54,0.56,6.13,225.08,498.72,146.98,,,,,
1255,Tétouan,favorable supérieur,Blé dur,Wheat,,S2,10/12/2019,04/03/2020,Yes,Yes,15/01/2020,No,,No Seconde N,3.68,91%,0.158,,,,0.115,0.108,0.065,0.12,0.362,0.467,0.455,0.494,0.128,1.208,0.003,5.038,0.679,0.861,832.753,835.034,0.613,2.932,550.34,792.95,658.66,"3,413.18","1,915.79","3,287.00",328.7,328.46,"1,038.61",18.57,331.38,0.78,1.25,"2,076.09",240.58,541.19,-0.13,0.74,0.31,0.31,0.31,0.32,0.34,0.21,0.28,0.29,3.21,2.69,0.6,0.47,0.55,11.67,0.35,0.63,0.64,0.41,0.63,0.29,1.04,1.21,1.15,1.15,0.86,1.38,0.35,0.69,1.04,21.39,22.75,20.53,11.3,13.56,-0.18,1.41,0.57,0.59,0.56,0.55,0.57,0.39,0.54,0.56,6.13,225.08,498.72,146.98,,,,,
1256,Tétouan,favorable supérieur,Blé dur,Wheat,,S2,10/12/2019,07/04/2020,Yes,Yes,15/01/2020,No,,No Seconde N,1.89,75%,0.146,0.002,0.155,0.081,0.108,0.098,0.074,0.113,0.207,0.242,0.225,0.261,0.087,0.308,0.001,2.82,0.419,0.58,826.979,829.982,0.297,1.995,548.32,894.67,817.41,"3,515.46","2,192.69","3,372.02",337.21,337.2,"1,322.52",27.75,341.96,0.72,1.25,"2,076.09",240.58,541.19,-0.13,0.74,0.31,0.31,0.31,0.32,0.34,0.21,0.28,0.29,3.21,2.69,0.6,0.47,0.55,11.67,0.35,0.63,0.64,0.41,0.63,0.29,1.04,1.21,1.15,1.15,0.86,1.38,0.35,0.69,1.04,21.39,22.75,20.53,11.3,13.56,-0.18,1.41,0.57,0.59,0.56,0.55,0.57,0.39,0.54,0.56,6.13,225.08,498.72,146.98,,,,,
1257,Tétouan,favorable supérieur,Blé dur ,Wheat,,S1,25/12/2019,13/02/2020,Yes,Yes,13/01/2020,No,,After,4.21,95%,0.155,0.002,0.214,0.114,0.118,0.116,0.074,0.134,0.343,0.411,0.401,0.433,0.105,0.861,0.003,3.959,0.583,0.793,828.768,831.547,0.537,2.532,558.27,949.62,761.14,"4,769.41","2,451.98","3,337.37",333.78,333.97,"1,117.28",16.73,336.85,0.83,1.03,"1,932.92",197.11,429.99,-0.35,1.04,0.53,0.48,0.49,0.44,0.54,0.18,0.27,0.46,4.36,3,0.66,0.38,0.59,12.54,0.61,0.75,0.66,0.6,0.81,0.2,1.5,1.67,1.15,1.32,1.27,1.84,0.35,0.58,1.15,23.46,22.55,21.01,11.85,12.68,-0.5,1.66,0.78,0.74,0.74,0.67,0.79,0.29,0.48,0.67,6.93,177.66,480.09,137.3,,,,,
1259,Tétouan,favorable supérieur,Blé dur,Wheat,,S2,25/12/2019,06/04/2020,Yes,Yes,13/01/2020,No,,No Seconde N,2.25,62%,0.156,0.002,0.216,0.125,0.124,0.123,0.095,0.146,0.292,0.347,0.337,0.371,0.094,0.502,0.002,3.259,0.468,0.643,828.684,831.474,0.414,2.418,,,,,,,,,,25.86,,,1.03,"1,932.92",197.11,429.99,-0.35,1.04,0.53,0.48,0.49,0.44,0.54,0.18,0.27,0.46,4.36,3,0.66,0.38,0.59,12.54,0.61,0.75,0.66,0.6,0.81,0.2,1.5,1.67,1.15,1.32,1.27,1.84,0.35,0.58,1.15,23.46,22.55,21.01,11.85,12.68,-0.5,1.66,0.78,0.74,0.74,0.67,0.79,0.29,0.48,0.67,6.93,177.66,480.09,137.3,,,,,
1260,Tétouan,favorable supérieur,orge,Barley,,S1,27/12/2019,23/02/2020,Yes,No,,No,,No N topDress ,4.9,91%,0.313,0.002,0.459,0.337,0.306,0.302,0.307,0.355,0.515,0.583,0.571,0.613,0.184,0.4,0.002,3.839,0.279,0.346,830.779,833.306,0.313,2.206,533.61,847.23,705.74,"4,741.62","2,268.09","3,360.34",336.04,335.82,"1,074.89",16.73,338.98,0.85,0.71,"1,480.40",134.55,254.04,-0.22,0.76,0.35,0.27,0.32,0.33,0.36,0.14,0.15,0.24,2.74,1.89,0.36,0.23,0.3,6.76,0.37,0.46,0.32,0.29,0.51,0.14,0.58,0.75,0.35,0.58,0.58,0.81,0.23,0.35,0.35,9.89,26.24,25.04,10.66,12.5,-0.32,1.24,0.52,0.44,0.5,0.51,0.55,0.23,0.25,0.42,4.43,158.59,412.2,119.7,,,,,
1261,Tétouan,favorable supérieur,Orge,Barley,,S2,27/12/2019,04/03/2020,Yes,No,,No,,No N topDress ,3.05,85%,0.158,,,,0.117,0.119,0.083,0.147,0.378,0.472,0.47,0.504,0.151,1,0.003,4.13,0.603,0.805,830.931,833.439,0.592,3.178,533.61,847.23,705.74,"4,741.62","2,268.09","3,360.34",336.04,335.82,"1,074.89",19.79,338.98,0.85,0.71,"1,480.40",134.55,254.04,-0.22,0.76,0.35,0.27,0.32,0.33,0.36,0.14,0.15,0.24,2.74,1.89,0.36,0.23,0.3,6.76,0.37,0.46,0.32,0.29,0.51,0.14,0.58,0.75,0.35,0.58,0.58,0.81,0.23,0.35,0.35,9.89,26.24,25.04,10.66,12.5,-0.32,1.24,0.52,0.44,0.5,0.51,0.55,0.23,0.25,0.42,4.43,158.59,412.2,119.7,,,,,
1262,Tétouan,favorable supérieur,Orge ,Barley,,S2,27/12/2019,06/04/2020,Yes,No,,No,,No N topDress ,1.99,75%,0.148,0.002,0.199,0.103,0.11,0.116,0.077,0.146,0.349,0.421,0.413,0.449,0.137,0.825,0.004,3.391,0.559,0.79,828.313,831.149,0.545,2.725,,,,,,,,,,25.86,,,0.71,"1,480.40",134.55,254.04,-0.22,0.76,0.35,0.27,0.32,0.33,0.36,0.14,0.15,0.24,2.74,1.89,0.36,0.23,0.3,6.76,0.37,0.46,0.32,0.29,0.51,0.14,0.58,0.75,0.35,0.58,0.58,0.81,0.23,0.35,0.35,9.89,26.24,25.04,10.66,12.5,-0.32,1.24,0.52,0.44,0.5,0.51,0.55,0.23,0.25,0.42,4.43,158.59,412.2,119.7,,,,,
1263,Tétouan,favorable supérieur,Blé tendre,Wheat,,S1,01/01/2020,23/02/2020,Yes,Yes,23/01/2020,No,,After,2.81,93%,0.171,0.002,0.232,0.14,0.118,0.116,0.085,0.15,0.351,0.426,0.439,0.45,0.171,0.798,0.003,3.581,0.552,0.776,829.244,831.963,0.556,3.193,,,,,,,,,,16,,,1.09,"2,148.89",257.6,548.67,-0.3,0.6,0.35,0.26,0.35,0.42,0.46,0.16,0.19,0.24,3.05,1.73,0.52,0.23,0.39,8.75,0.44,0.54,0.44,0.54,0.59,0.15,1.27,0.86,0.63,0.81,1.21,1.5,0.23,0.35,0.58,14.95,23.52,18.23,7.44,9.17,-0.45,1.02,0.51,0.49,0.53,0.63,0.7,0.25,0.39,0.48,5.16,198.2,580.85,175.08,,,,,
1264,Tétouan,favorable supérieur,Blé tendre,Wheat,,S2,01/01/2020,04/03/2020,Yes,Yes,23/01/2020,No,,No Seconde N,2.38,90%,0.156,,,,0.108,0.108,0.08,0.14,0.331,0.404,0.418,0.429,0.165,0.764,0.003,3.661,0.557,0.779,829.558,832.239,0.542,3.331,,,,,,,,,,16,,,1.09,"2,148.89",257.6,548.67,-0.3,0.6,0.35,0.26,0.35,0.42,0.46,0.16,0.19,0.24,3.05,1.73,0.52,0.23,0.39,8.75,0.44,0.54,0.44,0.54,0.59,0.15,1.27,0.86,0.63,0.81,1.21,1.5,0.23,0.35,0.58,14.95,23.52,18.23,7.44,9.17,-0.45,1.02,0.51,0.49,0.53,0.63,0.7,0.25,0.39,0.48,5.16,198.2,580.85,175.08,,,,,
